"","root","type","kingdom","superkingdom","superphylum","phylum","class","order","family","genus","species"
"ASV12478","root","Main genome","Bacteria","Bacteria (superkingdom)","Terrabacteria","Gracilibacteria phylum incertae sedis","Gracilibacteria","Gracilibacteria_unclassified","Gracilibacteria_unclassified","Gracilibacteria_unclassified","Gracilibacteria_unclassified"
"ASV12486","root","Main genome","Bacteria","Bacteria (superkingdom)","PVC group (Planctobacteria)","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","Pedosphaeraceae_unclassified","Pedosphaeraceae_unclassified"
"ASV12487","root","Main genome","Bacteria","Bacteria (superkingdom)","Proteobacteria superphylum","Proteobacteria superphylum_unclassified","Proteobacteria superphylum_unclassified","Proteobacteria superphylum_unclassified","Proteobacteria superphylum_unclassified","Proteobacteria superphylum_unclassified","Proteobacteria superphylum_unclassified"
"ASV12488","root","Main genome","Bacteria","Bacteria (superkingdom)","Proteobacteria superphylum","Proteobacteria","Gammaproteobacteria","Burkholderiales","Neisseriaceae","Neisseriaceae_unclassified","Neisseriaceae_unclassified"
"ASV12497","root","Main genome","Bacteria","Bacteria (superkingdom)","Proteobacteria superphylum","Proteobacteria","Gammaproteobacteria","Thiotrichales","Thiotrichaceae","Leucothrix","Leucothrix_unclassified"
"ASV12499","root","Main genome","Bacteria","Bacteria (superkingdom)","FCB group","Bacteroidota","Bacteroidia","Bacteroidetes VC2.1 Bac22","Bacteroidetes VC2.1 Bac22_unclassified","Bacteroidetes VC2.1 Bac22_unclassified","Bacteroidetes VC2.1 Bac22_unclassified"
"ASV12502","root","Main genome","Bacteria","Bacteria (superkingdom)","Terrabacteria","Parcubacteria","Parcubacteria_unclassified","Parcubacteria_unclassified","Parcubacteria_unclassified","Parcubacteria_unclassified","Parcubacteria_unclassified"
"ASV12506","root","Main genome","Bacteria","Bacteria (superkingdom)","Terrabacteria","Chloroflexi","Dehalococcoidia","MSBL5","MSBL5_unclassified","MSBL5_unclassified","MSBL5_unclassified"
"ASV12507","root","Main genome","Bacteria","Bacteria (superkingdom)","Proteobacteria superphylum","Proteobacteria","Gammaproteobacteria","Burkholderiales","Hydrogenophilaceae","Hydrogenophilaceae_unclassified","Hydrogenophilaceae_unclassified"
"ASV12509","root","Main genome","Bacteria","Bacteria (superkingdom)","Proteobacteria superphylum","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_unclassified","Gammaproteobacteria_unclassified","Gammaproteobacteria_unclassified","Gammaproteobacteria_unclassified"
"ASV12510","root","Main genome","Bacteria","Bacteria (superkingdom)","Terrabacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","Anaerolineaceae_unclassified","Anaerolineaceae_unclassified"
"ASV12511","root","Main genome","Bacteria","Bacteria (superkingdom)","Proteobacteria superphylum","Desulfobacterota","Desulfobacteria","Desulfobacterales","Desulfosarcinaceae","Desulfosarcinaceae_unclassified","Desulfosarcinaceae_unclassified"
"ASV12513","root","Main genome","Bacteria","Bacteria (superkingdom)","Terrabacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Microtrichaceae","IMCC26207","IMCC26207_unclassified"
"ASV12514","root","Main genome","Bacteria","Bacteria (superkingdom)","Acidobacteria superphylum","Acidobacteriota","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","Subgroup 23","Subgroup 23_unclassified"
"ASV12516","root","Main genome","Bacteria","Bacteria (superkingdom)","Proteobacteria superphylum","Desulfobacterota","Desulfuromonadia","PB19","PB19_unclassified","PB19_unclassified","PB19_unclassified"
"ASV12517","root","Main genome","Bacteria","Bacteria (superkingdom)","Proteobacteria superphylum","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Filomicrobium","Filomicrobium_unclassified"
"ASV12519","root","Main genome","Bacteria","Bacteria (superkingdom)","Proteobacteria superphylum","Proteobacteria","Gammaproteobacteria","Thiotrichales","Thiotrichaceae","Thiotrichaceae_unclassified","Thiotrichaceae_unclassified"
"ASV12520","root","Main genome","Bacteria","Bacteria (superkingdom)","Proteobacteria superphylum","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Spongiibacteraceae","Spongiibacteraceae_unclassified","Spongiibacteraceae_unclassified"
"ASV12521","root","Main genome","Bacteria","Bacteria (superkingdom)","FCB group","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","Saprospiraceae_unclassified","Saprospiraceae_unclassified"
"ASV12522","root","Main genome","Bacteria","Bacteria (superkingdom)","Proteobacteria superphylum","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","Maricaulis","Maricaulis_unclassified"
"ASV12523","root","Main genome","Bacteria","Bacteria (superkingdom)","Terrabacteria","Chloroflexi","Dehalococcoidia","Dehalococcoidales","Dehalococcoidales_unclassified","Dehalococcoidales_unclassified","Dehalococcoidales_unclassified"
"ASV12525","root","Main genome","Bacteria","Bacteria (superkingdom)","Terrabacteria","Chloroflexi","Anaerolineae","Anaerolineae_unclassified","Anaerolineae_unclassified","Anaerolineae_unclassified","Anaerolineae_unclassified"
"ASV12530","root","Main genome","Archaea","Archaea (superkingdom)","Archaea (superkingdom)_unclassified","Archaea (superkingdom)_unclassified","Archaea (superkingdom)_unclassified","Archaea (superkingdom)_unclassified","Archaea (superkingdom)_unclassified","Archaea (superkingdom)_unclassified","Archaea (superkingdom)_unclassified"
"ASV12532","root","Main genome","Bacteria","Bacteria (superkingdom)","Proteobacteria superphylum","Proteobacteria","Alphaproteobacteria","Micavibrionales","Micavibrionaceae","Micavibrionaceae_unclassified","Micavibrionaceae_unclassified"
"ASV12535","root","Main genome","Bacteria","Bacteria (superkingdom)","Terrabacteria","Chloroflexi","Anaerolineae","SBR1031","SBR1031_unclassified","SBR1031_unclassified","SBR1031_unclassified"
"ASV12536","root","Main genome","Bacteria","Bacteria (superkingdom)","PVC group (Planctobacteria)","Latescibacterota","Latescibacteria","Latescibacterales","Latescibacteraceae","Latescibacteraceae_unclassified","Latescibacteraceae_unclassified"
"ASV12537","root","Main genome","Bacteria","Bacteria (superkingdom)","Terrabacteria","Chloroflexi","Anaerolineae","Anaerolineae_unclassified","Anaerolineae_unclassified","Anaerolineae_unclassified","Anaerolineae_unclassified"
"ASV12539","root","Main genome","Archaea","Archaea (superkingdom)","Asgard","Lokiarchaeota","Lokiarchaeota_unclassified","Lokiarchaeota_unclassified","Lokiarchaeota_unclassified","Lokiarchaeota_unclassified","Lokiarchaeota_unclassified"
"ASV12540","root","Main genome","Bacteria","Bacteria (superkingdom)","Proteobacteria superphylum","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_unclassified","Gammaproteobacteria_unclassified","Gammaproteobacteria_unclassified","Gammaproteobacteria_unclassified"
"ASV12543","root","Main genome","Bacteria","Bacteria (superkingdom)","Proteobacteria superphylum","Proteobacteria","Gammaproteobacteria","Methylococcales","Methylomonadaceae","Methylomonadaceae_unclassified","Methylomonadaceae_unclassified"
"ASV12547","root","Main genome","Bacteria","Bacteria (superkingdom)","PVC group (Planctobacteria)","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Luteolibacter","Luteolibacter_unclassified"
"ASV12548","root","Main genome","Bacteria","Bacteria (superkingdom)","Proteobacteria superphylum","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria_unclassified","Alphaproteobacteria_unclassified","Alphaproteobacteria_unclassified","Alphaproteobacteria_unclassified"
"ASV12549","root","Main genome","Bacteria","Bacteria (superkingdom)","PVC group (Planctobacteria)","Planctomycetota","Planctomycetes","Planctomycetales","Rubinisphaeraceae","Rubinisphaeraceae_unclassified","Rubinisphaeraceae_unclassified"
"ASV12550","root","Main genome","Bacteria","Bacteria (superkingdom)","Sumerlaeota superphylum","Sumerlaeota","Sumerlaeota_unclassified","Sumerlaeota_unclassified","Sumerlaeota_unclassified","Sumerlaeota_unclassified","Sumerlaeota_unclassified"
"ASV12551","root","Main genome","Bacteria","Bacteria (superkingdom)","Terrabacteria","Chloroflexi","Anaerolineae-20","Anaerolineae-20_unclassified","Anaerolineae-20_unclassified","Anaerolineae-20_unclassified","Anaerolineae-20_unclassified"
"ASV12552","root","Main genome","Bacteria","Bacteria (superkingdom)","Proteobacteria superphylum","Proteobacteria","Gammaproteobacteria","Nitrosococcales","Methylophagaceae","Methylophagaceae_unclassified","Methylophagaceae_unclassified"
"ASV12554","root","Main genome","Bacteria","Bacteria (superkingdom)","FCB group","Bacteroidota","Bacteroidia","Bacteroidales","Prolixibacteraceae","Draconibacterium","Draconibacterium_unclassified"
"ASV12555","root","Main genome","Bacteria","Bacteria (superkingdom)","FCB group","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidales_unclassified","Bacteroidales_unclassified","Bacteroidales_unclassified"
"ASV12570","root","Main genome","Bacteria","Bacteria (superkingdom)","FCB group","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","Saprospiraceae_unclassified","Saprospiraceae_unclassified"
"ASV12571","root","Main genome","Bacteria","Bacteria (superkingdom)","FCB group","Bacteroidota","Bacteroidia","Cytophagales","Cytophagales_unclassified","Cytophagales_unclassified","Cytophagales_unclassified"
"ASV12572","root","Main genome","Bacteria","Bacteria (superkingdom)","Proteobacteria superphylum","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Saccharospirillaceae","Oleispira","Oleispira_unclassified"
"ASV12574","root","Main genome","Bacteria","Bacteria (superkingdom)","Proteobacteria superphylum","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Saccharospirillaceae","Reinekea","Reinekea_unclassified"
"ASV12577","root","Main genome","Bacteria","Bacteria (superkingdom)","Terrabacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineales_unclassified","Anaerolineales_unclassified","Anaerolineales_unclassified"
"ASV12578","root","Main genome","Bacteria","Bacteria (superkingdom)","Proteobacteria superphylum","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Hahellaceae","Hahellaceae_unclassified","Hahellaceae_unclassified"
"ASV12579","root","Main genome","Bacteria","Bacteria (superkingdom)","PVC group (Planctobacteria)","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pir4 lineage","Pir4 lineage_unclassified"
"ASV12581","root","Main genome","Bacteria","Bacteria (superkingdom)","Proteobacteria superphylum","Desulfobacterota","Desulfuromonadia","PB19","PB19_unclassified","PB19_unclassified","PB19_unclassified"
"ASV12583","root","Main genome","Bacteria","Bacteria (superkingdom)","Proteobacteria superphylum","NB1-j","NB1-j_unclassified","NB1-j_unclassified","NB1-j_unclassified","NB1-j_unclassified","NB1-j_unclassified"
"ASV12584","root","Main genome","Bacteria","Bacteria (superkingdom)","Terrabacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","Anaerolineaceae_unclassified","Anaerolineaceae_unclassified"
"ASV12586","root","Main genome","Bacteria","Bacteria (superkingdom)","Proteobacteria superphylum","Desulfobacterota","Desulfobacteria","Desulfatiglandales","Desulfatiglandaceae","Desulfatiglans","Desulfatiglans_unclassified"
"ASV12587","root","Main genome","Bacteria","Bacteria (superkingdom)","Terrabacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Microtrichaceae","Sva0996 marine group","Sva0996 marine group_unclassified"
"ASV12588","root","Main genome","Bacteria","Bacteria (superkingdom)","Spirochaetes superphylum","Spirochaetota","Spirochaetia","Spirochaetales","Spirochaetaceae","Spirochaeta","Spirochaeta_unclassified"
"ASV12589","root","Main genome","Bacteria","Bacteria (superkingdom)","PVC group (Planctobacteria)","Latescibacterota","Latescibacterota_unclassified","Latescibacterota_unclassified","Latescibacterota_unclassified","Latescibacterota_unclassified","Latescibacterota_unclassified"
"ASV12591","root","Main genome","Bacteria","Bacteria (superkingdom)","PVC group (Planctobacteria)","Planctomycetota","Pla4 lineage","Pla4 lineage_unclassified","Pla4 lineage_unclassified","Pla4 lineage_unclassified","Pla4 lineage_unclassified"
"ASV12592","root","Main genome","Bacteria","Bacteria (superkingdom)","Terrabacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospirales_unclassified","Lachnospirales_unclassified","Lachnospirales_unclassified"
"ASV12601","root","Main genome","Bacteria","Bacteria (superkingdom)","PVC group (Planctobacteria)","Planctomycetota","Pla4 lineage","Pla4 lineage_unclassified","Pla4 lineage_unclassified","Pla4 lineage_unclassified","Pla4 lineage_unclassified"
"ASV12604","root","Main genome","Archaea","Archaea (superkingdom)","Euryarchaea sensu lato superphylum","Thermoplasmatota","Thermoplasmata","Marine Benthic Group D and DHVEG-1","Marine Benthic Group D and DHVEG-1_unclassified","Marine Benthic Group D and DHVEG-1_unclassified","Marine Benthic Group D and DHVEG-1_unclassified"
"ASV12605","root","Main genome","Bacteria","Bacteria (superkingdom)","Proteobacteria superphylum","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales Incertae Sedis","Bauldia","Bauldia_unclassified"
"ASV12606","root","Main genome","Bacteria","Bacteria (superkingdom)","Proteobacteria superphylum","Proteobacteria","Gammaproteobacteria","Tenderiales","Tenderiaceae","Candidatus Tenderia","Candidatus Tenderia_unclassified"
"ASV12607","root","Main genome","Bacteria","Bacteria (superkingdom)","PVC group (Planctobacteria)","Planctomycetota","Planctomycetes","Planctomycetales","Gimesiaceae","Gimesiaceae_unclassified","Gimesiaceae_unclassified"
"ASV12608","root","Main genome","Bacteria","Bacteria (superkingdom)","Terrabacteria","Gracilibacteria phylum incertae sedis","Gracilibacteria","JGI 0000069-P22","JGI 0000069-P22_unclassified","JGI 0000069-P22_unclassified","JGI 0000069-P22_unclassified"
"ASV12610","root","Main genome","Bacteria","Bacteria (superkingdom)","Proteobacteria superphylum","Bdellovibrionota","Oligoflexia","Silvanigrellales","Silvanigrellales_unclassified","Silvanigrellales_unclassified","Silvanigrellales_unclassified"
"ASV12614","root","Main genome","Bacteria","Bacteria (superkingdom)","Terrabacteria","Parcubacteria","Candidatus Kaiserbacteria","Candidatus Kaiserbacteria_unclassified","Candidatus Kaiserbacteria_unclassified","Candidatus Kaiserbacteria_unclassified","Candidatus Kaiserbacteria_unclassified"
"ASV12616","root","Main genome","Bacteria","Bacteria (superkingdom)","Terrabacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Synechococcales_unclassified","Synechococcales_unclassified","Synechococcales_unclassified"
"ASV12617","root","Main genome","Bacteria","Bacteria (superkingdom)","Proteobacteria superphylum","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionales_unclassified","Bdellovibrionales_unclassified","Bdellovibrionales_unclassified"
"ASV12618","root","Main genome","Bacteria","Bacteria (superkingdom)","FCB group","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagales_unclassified","Chitinophagales_unclassified","Chitinophagales_unclassified"
"ASV12620","root","Main genome","Bacteria","Bacteria (superkingdom)","Terrabacteria","Actinobacteriota","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Propionibacteriaceae_unclassified","Propionibacteriaceae_unclassified"
"ASV12626","root","Main genome","Bacteria","Bacteria (superkingdom)","Proteobacteria superphylum","Proteobacteria","Gammaproteobacteria","Pseudomonadales","KI89A clade","KI89A clade_unclassified","KI89A clade_unclassified"
"ASV12631","root","Main genome","Bacteria","Bacteria (superkingdom)","FCB group","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Cyclobacteriaceae_unclassified","Cyclobacteriaceae_unclassified"
"ASV12632","root","Main genome","Bacteria","Bacteria (superkingdom)","Proteobacteria superphylum","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Porticoccaceae","C1-B045","C1-B045_unclassified"
"ASV12633","root","Main genome","Bacteria","Bacteria (superkingdom)","Proteobacteria superphylum","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria_unclassified","Alphaproteobacteria_unclassified","Alphaproteobacteria_unclassified","Alphaproteobacteria_unclassified"
